pub_date	title	venue	excerpt	citation	url_slug	paper_url
2021-06-24	Partial Feature Selection and Alignment for Multi-Source Domain Adaptation	IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR 2021, virtual, June 19-25, 2021	A work on Multi-Source Domain Adaptation.	Yangye Fu, Ming Zhang, Xing Xu, Zuo Cao, Chao Ma, Yanli Ji, Kai Zuo, and Huimin Lu. Partial Feature Selection and Alignment for Multi-Source Domain Adaptation. In IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR 2021, virtual, June 19-25, 2021.	Partial Feature Selection and Alignment for Multi-Source Domain Adaptation	https://openaccess.thecvf.com/content/CVPR2021/papers/Fu_Partial_Feature_Selection_and_Alignment_for_Multi-Source_Domain_Adaptation_CVPR_2021_paper.pdf
